causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count
Declive acentuado;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1
Declive acentuado;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;2
Declive acentuado;Colisao com objeto;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1
Declive acentuado;Colisao com objeto;Pleno dia;Chuva;Automovel;Ileso;2
Declive acentuado;Colisao com objeto;Pleno dia;Chuva;Automovel;Lesoes Leves;2
Declive acentuado;Colisao com objeto;Pleno dia;Chuva;Caminhonete;Ileso;4
Declive acentuado;Colisao com objeto;Pleno dia;Chuva;Nao Informado;Ileso;1
Declive acentuado;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Declive acentuado;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Utilitario;Ileso;4
Declive acentuado;Colisao com objeto;Pleno dia;Nublado;Automovel;Ileso;1
Declive acentuado;Colisao com objeto;Pleno dia;Nublado;Caminhao;Lesoes Graves;1
Declive acentuado;Colisao com objeto;Pleno dia;Nublado;Caminhao;Lesoes Leves;1
Declive acentuado;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Ileso;1
Declive acentuado;Colisao com objeto;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2
Declive acentuado;Colisao frontal;Plena Noite;Chuva;Automovel;Ileso;1
Declive acentuado;Colisao frontal;Plena Noite;Chuva;Automovel;Lesoes Leves;2
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Automovel;Lesoes Graves;6
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Automovel;Obito;1
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Caminhao;Ileso;1
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Caminhao;Lesoes Graves;2
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Caminhao;Lesoes Leves;1
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Caminhao-trator;Lesoes Graves;2
Declive acentuado;Colisao frontal;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;3
Declive acentuado;Colisao frontal;Pleno dia;Sol;Caminhao-trator;Ileso;1
Declive acentuado;Colisao frontal;Pleno dia;Sol;Motocicleta;Obito;2
Declive acentuado;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Graves;1
Declive acentuado;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Declive acentuado;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Obito;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Ileso;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Chuva;Automovel;Ileso;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Chuva;Automovel;Lesoes Leves;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Chuva;Caminhao;Ileso;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Chuva;Caminhao-trator;Ileso;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Chuva;Caminhonete;Ileso;4
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Garoa/Chuvisco;Utilitario;Ileso;4
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Sol;Caminhao-trator;Ileso;2
Declive acentuado;Colisao lateral mesmo sentido;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;1
Declive acentuado;Colisao lateral sentido oposto;Plena Noite;Chuva;Automovel;Ileso;1
Declive acentuado;Colisao lateral sentido oposto;Plena Noite;Chuva;Automovel;Lesoes Leves;2
Declive acentuado;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3
Declive acentuado;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Declive acentuado;Colisao transversal;Anoitecer;Chuva;Caminhonete;Ileso;2
Declive acentuado;Colisao transversal;Anoitecer;Chuva;Motocicleta;Obito;1
Declive acentuado;Colisao transversal;Pleno dia;Ceu Claro;Micro-onibus;Ileso;1
Declive acentuado;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1
Declive acentuado;Colisao traseira;Amanhecer;Nublado;Automovel;Ileso;1
Declive acentuado;Colisao traseira;Amanhecer;Nublado;Motocicleta;Lesoes Leves;1
Declive acentuado;Colisao traseira;Plena Noite;Chuva;Automovel;Ileso;6
Declive acentuado;Colisao traseira;Plena Noite;Chuva;Motocicleta;Lesoes Leves;2
Declive acentuado;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Ileso;1
Declive acentuado;Colisao traseira;Pleno dia;Ceu Claro;Caminhao;Ileso;1
Declive acentuado;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;4
Declive acentuado;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Declive acentuado;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Automovel;Ileso;8
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Automovel;Lesoes Graves;1
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Automovel;Lesoes Leves;3
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Caminhao-trator;Lesoes Graves;2
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;5
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Caminhonete;Ileso;4
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Caminhonete;Lesoes Leves;2
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Motocicleta;Lesoes Leves;2
Declive acentuado;Colisao traseira;Pleno dia;Chuva;Onibus;Ileso;4
Declive acentuado;Colisao traseira;Pleno dia;Nublado;Automovel;Ileso;1
